source_url,strict_member_name,permissive_member_name,merged_member_name,strict_position_count,permissive_position_count,merged_position_count,strict_contact_count,permissive_contact_count,merged_contact_count,strict_education_count,permissive_education_count,merged_education_count,strict_research_area_count,permissive_research_area_count,merged_research_area_count,strict_activity_count,permissive_activity_count,merged_activity_count,strict_publication_count,permissive_publication_count,merged_publication_count,strict_news_count,permissive_news_count,merged_news_count,strict_research_areas,permissive_research_areas,permissive_strict_research_area_count,permissive_strict_research_areas,merged_research_areas,permissive_only_research_areas,strict_positions_preview,permissive_positions_preview,merged_positions_preview,strict_activity_preview,permissive_activity_preview,merged_activity_preview
https://profiles.ucalgary.ca/adrianna-giuffre,Adrianna Giuffre,Adrianna Giuffre,Adrianna Giuffre,7,7,7,2,2,2,3,3,3,11,11,11,2,2,2,0,0,0,0,0,0,brain stimulation | mental health | neurodevelopment disorders | neuroimaging | epilepsy | multiple sclerosis | clinical outcomes | stroke | depression | individuals with neurological conditions | development of psychiatric disorders in children,brain stimulation | mental health | neurodevelopment disorders | neuroimaging | epilepsy | multiple sclerosis | clinical outcomes | stroke | depression | individuals with neurological conditions | development of psychiatric disorders in children,0,,brain stimulation | mental health | neurodevelopment disorders | neuroimaging | epilepsy | multiple sclerosis | clinical outcomes | stroke | depression | individuals with neurological conditions | development of psychiatric disorders in children,,Assistant Professor | Cumming School of Medicine | Full Member,Assistant Professor | Cumming School of Medicine | Full Member,Assistant Professor | Cumming School of Medicine | Full Member,Brain and Mental Health (2015-2021) | Child Health and Wellness (2020-2025),Brain and Mental Health (2015-2021) | Child Health and Wellness (2020-2025),Brain and Mental Health (2015-2021) | Child Health and Wellness (2020-2025)
https://profiles.ucalgary.ca/alan-mcluckie,Alan McLuckie,Alan McLuckie,Alan McLuckie,5,5,5,2,2,2,4,4,4,4,4,4,6,6,6,2,2,2,0,0,0,youth mental health | neurodevelopmental and learning difficulties | vulnerable family coping | school-based mental health,youth mental health | neurodevelopmental and learning difficulties | vulnerable family coping | school-based mental health,0,,youth mental health | neurodevelopmental and learning difficulties | vulnerable family coping | school-based mental health,,Associate Professor | Faculty of Social Work | Full Member,Associate Professor | Faculty of Social Work | Full Member,Associate Professor | Faculty of Social Work | Full Member,"Clinical Social Work Practice Award, Alberta College of Social Work. 2019 | Dr. Keith Pearce Award, University of Calgary, Cummings School of Medicine, Department of Psychiatry. 2016 | Faculty of Social Work, Graduate Teaching Excellence Award, University of Calgary, Faculty of Social Work. 2015","Clinical Social Work Practice Award, Alberta College of Social Work. 2019 | Dr. Keith Pearce Award, University of Calgary, Cummings School of Medicine, Department of Psychiatry. 2016 | Faculty of Social Work, Graduate Teaching Excellence Award, University of Calgary, Faculty of Social Work. 2015","Clinical Social Work Practice Award, Alberta College of Social Work. 2019 | Dr. Keith Pearce Award, University of Calgary, Cummings School of Medicine, Department of Psychiatry. 2016 | Faculty of Social Work, Graduate Teaching Excellence Award, University of Calgary, Faculty of Social Work. 2015"
https://profiles.ucalgary.ca/aleksandra-mineyko,Aleksandra Mineyko,Aleksandra Mineyko,Aleksandra Mineyko,4,4,4,1,1,1,0,0,0,5,6,6,5,5,5,0,0,0,0,0,0,inflammation | stroke | migraine | inflammation in neurological diseases of childhood | pediatric neurology,inflammation | stroke | migraine | inflammation in neurological diseases of childhood | pediatric neurology | they account for enormous health care costs,0,,inflammation | stroke | migraine | inflammation in neurological diseases of childhood | pediatric neurology | they account for enormous health care costs,they account for enormous health care costs,Clinical Assistant Professor | Cumming School of Medicine | Associate Member,Clinical Assistant Professor | Cumming School of Medicine | Associate Member,Clinical Assistant Professor | Cumming School of Medicine | Associate Member,"scholarship, 2013 | award, 2011 | award, 2010","scholarship, 2013 | award, 2011 | award, 2010","scholarship, 2013 | award, 2011 | award, 2010"
https://profiles.ucalgary.ca/alexander-mcgirr,Alexander McGirr,Alexander McGirr,Alexander McGirr,7,7,7,1,1,1,4,4,4,5,5,5,2,2,2,1,1,1,0,0,0,mental health | stress | bipolar disorder | mood disorders | such as major depressive disorder,mental health | stress | bipolar disorder | mood disorders | such as major depressive disorder,0,,mental health | stress | bipolar disorder | mood disorders | such as major depressive disorder,,Associate Professor | Cumming School of Medicine | Full Member,Associate Professor | Cumming School of Medicine | Full Member,Associate Professor | Cumming School of Medicine | Full Member,Brain and Mental Health (2015-2021) | Child Health and Wellness (2020-2025),Brain and Mental Health (2015-2021) | Child Health and Wellness (2020-2025),Brain and Mental Health (2015-2021) | Child Health and Wellness (2020-2025)
https://profiles.ucalgary.ca/alex-lohman,Alex Lohman,Alex Lohman,Alex Lohman,7,7,7,2,2,2,3,3,3,14,14,14,3,3,3,0,0,0,0,0,0,brain injury | inflammation | molecular mechanisms | stroke | tissue regeneration | repetitive brain injuries | molecular biology | chronic time points following injury | mild traumatic brain injury (concussion) in adolescence | single cell rna sequencing | inflammatory cytokine panels | harmful neuroinflammation | optically-controlled genetically encoded proteins | chronic neuroinflammatory pathologies,brain injury | inflammation | molecular mechanisms | stroke | tissue regeneration | repetitive brain injuries | molecular biology | chronic time points following injury | mild traumatic brain injury (concussion) in adolescence | single cell rna sequencing | inflammatory cytokine panels | harmful neuroinflammation | optically-controlled genetically encoded proteins | chronic neuroinflammatory pathologies,0,,brain injury | inflammation | molecular mechanisms | stroke | tissue regeneration | repetitive brain injuries | molecular biology | chronic time points following injury | mild traumatic brain injury (concussion) in adolescence | single cell rna sequencing | inflammatory cytokine panels | harmful neuroinflammation | optically-controlled genetically encoded proteins | chronic neuroinflammatory pathologies,,Associate Professor | Cumming School of Medicine | Interim Department Head,Associate Professor | Cumming School of Medicine | Interim Department Head,Associate Professor | Cumming School of Medicine | Interim Department Head,Course number Course title Semester | MDSC 351 Honours Cell and Molecular Biology Winter 2026 | Child Health and Wellness (2020-2025),Course number Course title Semester | MDSC 351 Honours Cell and Molecular Biology Winter 2026 | Child Health and Wellness (2020-2025),Course number Course title Semester | MDSC 351 Honours Cell and Molecular Biology Winter 2026 | Child Health and Wellness (2020-2025)
https://profiles.ucalgary.ca/ali-golestani,Ali Golestani,Ali Golestani,Ali Golestani,10,10,10,2,2,2,3,3,3,11,12,12,4,4,4,0,0,0,0,0,0,functional mri | neuroimaging | mri quality assurance | mri in radiation therapy | medical imaging | image processing | functional magnetic resonance imaging | developing mri acquisition | processing method | applications in cancer treatment | functional mri in oncology (diffusion,"functional mri | neuroimaging | mri quality assurance | mri in radiation therapy | medical imaging | image processing | functional magnetic resonance imaging | developing mri acquisition | processing method | applications in cancer treatment | functional mri in oncology (diffusion | functional mri in oncology (diffusion, perfusion, spectroscopy)",0,,"functional mri | neuroimaging | mri quality assurance | mri in radiation therapy | medical imaging | image processing | functional magnetic resonance imaging | developing mri acquisition | processing method | applications in cancer treatment | functional mri in oncology (diffusion | functional mri in oncology (diffusion, perfusion, spectroscopy)","functional mri in oncology (diffusion, perfusion, spectroscopy)",Medical Physicist (MRI) | Faculty of Science | Adjunct Assistant Professor,Medical Physicist (MRI) | Faculty of Science | Adjunct Assistant Professor,Medical Physicist (MRI) | Faculty of Science | Adjunct Assistant Professor,Course number Course title Semester | MDPH 638 Imaging for Radiation Oncology Physics Winter 2025 | Brain and Mental Health (2015-2021),Course number Course title Semester | MDPH 638 Imaging for Radiation Oncology Physics Winter 2025 | Brain and Mental Health (2015-2021),Course number Course title Semester | MDPH 638 Imaging for Radiation Oncology Physics Winter 2025 | Brain and Mental Health (2015-2021)
https://profiles.ucalgary.ca/alim-mitha,Alim Mitha,Alim Mitha,Alim Mitha,4,4,4,2,2,2,3,3,3,2,2,2,0,0,0,2,2,2,0,0,0,stroke | additional year in endovascular neurosurgery with dr,stroke | additional year in endovascular neurosurgery with dr,0,,stroke | additional year in endovascular neurosurgery with dr,,Associate Professor | Cumming School of Medicine | Full Member,Associate Professor | Cumming School of Medicine | Full Member,Associate Professor | Cumming School of Medicine | Full Member,,,
https://profiles.ucalgary.ca/alvin-joselin,Alvin Joselin,Alvin Joselin,Alvin Joselin,5,5,5,2,2,2,2,2,2,4,4,4,1,1,1,1,1,1,0,0,0,proteins associated with the diseases | parkinson disease | endoplasmic reticulum (er) stress | implications on neurodegeneration,proteins associated with the diseases | parkinson disease | endoplasmic reticulum (er) stress | implications on neurodegeneration,0,,proteins associated with the diseases | parkinson disease | endoplasmic reticulum (er) stress | implications on neurodegeneration,,Adjunct Research Assistant Professor | Cumming School of Medicine | Research Manager,Adjunct Research Assistant Professor | Cumming School of Medicine | Research Manager,Adjunct Research Assistant Professor | Cumming School of Medicine | Research Manager,Brain and Mental Health (2015-2021),Brain and Mental Health (2015-2021),Brain and Mental Health (2015-2021)
https://profiles.ucalgary.ca/amanda-tyndall,Amanda Tyndall,Amanda Tyndall,Amanda Tyndall,5,5,5,1,1,1,0,0,0,5,6,6,5,5,5,0,0,0,0,0,0,alzheimer disease | related dementias | genetic disorders | neurodevelopmental disorders | rare diseases,"alzheimer disease | related dementias | genetic disorders | neurodevelopmental disorders | rare diseases | genetic disorders, genomics, neurodevelopmental disorders, rare diseases",0,,"alzheimer disease | related dementias | genetic disorders | neurodevelopmental disorders | rare diseases | genetic disorders, genomics, neurodevelopmental disorders, rare diseases","genetic disorders, genomics, neurodevelopmental disorders, rare diseases",Clinical Assistant Professor | Cumming School of Medicine | Full Member,Clinical Assistant Professor | Cumming School of Medicine | Full Member,Clinical Assistant Professor | Cumming School of Medicine | Full Member,Course number Course title Semester | MDSC 341 Principles of Human Genetics Fall | MDSC 543/641 Advanced Genetics II Winter,Course number Course title Semester | MDSC 341 Principles of Human Genetics Fall | MDSC 543/641 Advanced Genetics II Winter,Course number Course title Semester | MDSC 341 Principles of Human Genetics Fall | MDSC 543/641 Advanced Genetics II Winter
https://profiles.ucalgary.ca/amir-sanati-nezhad,Amir Sanati Nezhad,Amir Sanati Nezhad,Amir Sanati Nezhad,9,9,9,3,3,3,3,3,3,6,7,7,24,24,24,4,4,4,0,0,0,"digital health technologies | tissue engineering approaches for disease modeling | drug discovery | recognitions during his research career | colton medal for research excellence"" | book chapters flexible electronic devices for biomedical applications","digital health technologies | tissue engineering approaches for disease modeling | drug discovery | recognitions during his research career | colton medal for research excellence"" | book chapters flexible electronic devices for biomedical applications | chronic disease",0,,"digital health technologies | tissue engineering approaches for disease modeling | drug discovery | recognitions during his research career | colton medal for research excellence"" | book chapters flexible electronic devices for biomedical applications | chronic disease",chronic disease,Full Professor | Schulich School of Engineering | Schulich School of Engineering,Full Professor | Schulich School of Engineering | Schulich School of Engineering,Full Professor | Schulich School of Engineering | Schulich School of Engineering,Course number Course title Semester | BMEN 500 LAB 01 B01 Biomed Engg Research Thesis 2021 | BMEN 500 LAB 01 B01 Biomed Engg Research Thesis 2020,Course number Course title Semester | BMEN 500 LAB 01 B01 Biomed Engg Research Thesis 2021 | BMEN 500 LAB 01 B01 Biomed Engg Research Thesis 2020,Course number Course title Semester | BMEN 500 LAB 01 B01 Biomed Engg Research Thesis 2021 | BMEN 500 LAB 01 B01 Biomed Engg Research Thesis 2020
https://profiles.ucalgary.ca/ami-tint,Ami Tint,Ami Tint,Ami Tint,8,8,8,1,1,1,4,4,4,6,6,6,4,4,4,1,1,1,0,0,0,mental health needs of autistic girls | autism | neurodevelopmental conditions | mental health | pre-doctoral residency at holland bloorview kids rehabilitation hospital | mental health (camh),mental health needs of autistic girls | autism | neurodevelopmental conditions | mental health | pre-doctoral residency at holland bloorview kids rehabilitation hospital | mental health (camh),0,,mental health needs of autistic girls | autism | neurodevelopmental conditions | mental health | pre-doctoral residency at holland bloorview kids rehabilitation hospital | mental health (camh),,Assistant Professor | Faculty of Arts | Child Health & Wellness Researcher,Assistant Professor | Faculty of Arts | Child Health & Wellness Researcher,Assistant Professor | Faculty of Arts | Child Health & Wellness Researcher,Course number Course title Semester | PSYC 673 Child Assessment | Brain and Mental Health (2015-2021),Course number Course title Semester | PSYC 673 Child Assessment | Brain and Mental Health (2015-2021),Course number Course title Semester | PSYC 673 Child Assessment | Brain and Mental Health (2015-2021)
https://profiles.ucalgary.ca/amy-warren,Amy Warren,Amy Warren,Amy Warren,2,2,2,2,2,2,3,3,3,5,5,5,7,7,7,5,5,5,0,0,0,mental health | clinical science | clinical reasoning | functional magnetic resonance imaging | histopathologic characterization of disease,mental health | clinical science | clinical reasoning | functional magnetic resonance imaging | histopathologic characterization of disease,0,,mental health | clinical science | clinical reasoning | functional magnetic resonance imaging | histopathologic characterization of disease,,Professor (Teaching & Research) - Anatomic and Clinical Pathology | Faculty of Veterinary Medicine,Professor (Teaching & Research) - Anatomic and Clinical Pathology | Faculty of Veterinary Medicine,Professor (Teaching & Research) - Anatomic and Clinical Pathology | Faculty of Veterinary Medicine,Course number Course title Semester | VETM 342 LEC 01 01 Pathologic Basis of Disease 2020 | VETM 425 LEC 01 01 Systemic Pathology 2021,Course number Course title Semester | VETM 342 LEC 01 01 Pathologic Basis of Disease 2020 | VETM 425 LEC 01 01 Systemic Pathology 2021,Course number Course title Semester | VETM 342 LEC 01 01 Pathologic Basis of Disease 2020 | VETM 425 LEC 01 01 Systemic Pathology 2021
https://profiles.ucalgary.ca/ana-nikolic,Ana Nikolic,Ana Nikolic,Ana Nikolic,5,5,5,3,3,3,1,1,1,5,5,5,1,1,1,0,0,0,0,0,0,interrogating the spatiotemporal heterogeneity in brain tumours | temporal epigenetic remodelling | functional factors in disease progression | expertise in both wet lab brain tumour biology | takes a interdisciplinary approach to brain tumour biology,interrogating the spatiotemporal heterogeneity in brain tumours | temporal epigenetic remodelling | functional factors in disease progression | expertise in both wet lab brain tumour biology | takes a interdisciplinary approach to brain tumour biology,0,,interrogating the spatiotemporal heterogeneity in brain tumours | temporal epigenetic remodelling | functional factors in disease progression | expertise in both wet lab brain tumour biology | takes a interdisciplinary approach to brain tumour biology,,Assistant Professor | Cumming School of Medicine | Full Member,Assistant Professor | Cumming School of Medicine | Full Member,Assistant Professor | Cumming School of Medicine | Full Member,Brain and Mental Health (2015-2021),Brain and Mental Health (2015-2021),Brain and Mental Health (2015-2021)
https://profiles.ucalgary.ca/andrea-protzner,Andrea Protzner,Andrea Protzner,Andrea Protzner,5,5,5,2,2,2,2,2,2,6,6,6,5,5,5,0,0,0,0,0,0,depression | neuroimaging | network neuroscience | neurocognitive aging and plasticity | but individual differences influence disease trajectories | treatment outcomes,depression | neuroimaging | network neuroscience | neurocognitive aging and plasticity | but individual differences influence disease trajectories | treatment outcomes,0,,depression | neuroimaging | network neuroscience | neurocognitive aging and plasticity | but individual differences influence disease trajectories | treatment outcomes,,Professor | Faculty of Arts | Full Member,Professor | Faculty of Arts | Full Member,Professor | Faculty of Arts | Full Member,Course number Course title Semester | PSYC 600 Professional Development | PSYC 623 Functional Neuroanatomy,Course number Course title Semester | PSYC 600 Professional Development | PSYC 623 Functional Neuroanatomy,Course number Course title Semester | PSYC 600 Professional Development | PSYC 623 Functional Neuroanatomy
https://profiles.ucalgary.ca/andreas-kramer,Andreas Kramer,Andreas Kramer,Andreas Kramer,7,7,7,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,clinical neurosciences | clinical interest in neuro-monitoring | serves on numerous canadian blood services advisory committees,clinical neurosciences | clinical interest in neuro-monitoring | serves on numerous canadian blood services advisory committees,0,,clinical neurosciences | clinical interest in neuro-monitoring | serves on numerous canadian blood services advisory committees,,Medical Director Give Life Alberta and SAOTDP Southern Alberta SEND Lead | Alberta Health Services | Neurointensivist,Medical Director Give Life Alberta and SAOTDP Southern Alberta SEND Lead | Alberta Health Services | Neurointensivist,Medical Director Give Life Alberta and SAOTDP Southern Alberta SEND Lead | Alberta Health Services | Neurointensivist,,,
